2025-01-11 16:18:01 DEBUG Connection:131 - {conn-10001,procId-1382} connected
2025-01-11 16:18:01 DEBUG Statement:136 - {conn-10001, stmt-20000} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10001, stmt-20000, rs-50000} query executed. 182.7038 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10001, stmt-20000} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10002,procId-1383} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001, rs-50001} query executed. 0.4621 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10003,procId-1384} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002, rs-50002} query executed. 0.4906 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10004,procId-1385} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003, rs-50003} query executed. 0.4446 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005,procId-1386} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004, rs-50004} query executed. 0.4083 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} created. select player_id, name, mails_read, mails_collect from player
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} Parameters : []
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} Types : []
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005, rs-50005} query executed. 2.5214 millis. select player_id, name, mails_read, mails_collect from player
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20005, rs-50005} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20005, rs-50005} Header: [player_id, name, mails_read, mails_collect]
2025-01-11 17:51:22 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 1.0142 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:51:22 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:51:22 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:51:22 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:51:22 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:51:22 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:51:32 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:51:32 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:51:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:51:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:51:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.6178 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:51:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:51:32 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:51:32 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:51:32 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:51:32 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:51:42 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:51:42 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:51:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:51:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:51:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.6519 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:51:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:51:42 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:51:42 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:51:42 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:51:42 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:51:52 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:51:52 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:51:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:51:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:51:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 2.422 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:51:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:51:52 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:51:52 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:51:52 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:51:52 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:52:02 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:52:02 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:52:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:52:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:52:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.5978 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:52:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:52:02 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:52:02 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:52:02 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:52:02 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:52:12 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:52:12 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:52:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:52:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:52:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 1.08 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:52:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:52:12 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:52:12 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:52:12 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:52:12 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:52:22 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:52:22 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:52:22 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:52:22 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:52:22 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.621 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:52:22 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:52:22 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:52:22 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:52:22 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:52:22 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:52:32 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:52:32 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:52:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:52:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:52:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.6071 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:52:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:52:32 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:52:32 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:52:32 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:52:32 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:52:42 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:52:42 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:52:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:52:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:52:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.5985 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:52:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:52:42 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:52:42 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:52:42 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:52:42 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:52:52 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:52:52 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:52:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:52:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:52:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.9793 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:52:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:52:52 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:52:52 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:52:52 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:52:52 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:53:02 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:53:02 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:53:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:53:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:53:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.6267 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:53:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:53:02 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:53:02 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:53:02 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:53:02 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:53:12 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:53:12 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:53:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:53:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:53:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.5919 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:53:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:53:12 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:53:12 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:53:12 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:53:12 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:53:22 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:53:22 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:53:22 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:53:22 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:53:22 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 2.2601 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:53:22 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:53:22 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:53:22 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:53:22 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:53:22 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:53:32 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:53:32 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:53:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:53:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:53:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.6512 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:53:32 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:53:32 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:53:32 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:53:32 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:53:32 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:53:42 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:53:42 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:53:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:53:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:53:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 2.2593 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:53:42 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:53:42 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:53:42 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:53:42 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:53:42 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:53:52 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:53:52 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:53:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:53:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:53:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.7997 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:53:52 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:53:52 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:53:52 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:53:52 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:53:52 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:54:02 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:54:02 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:54:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:54:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:54:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 0.5821 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:54:02 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:54:02 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:54:02 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:54:02 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:54:02 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:54:12 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:54:12 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:54:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
2025-01-11 17:54:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} Types : [VARCHAR, BIGINT]
2025-01-11 17:54:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} update executed. effort 1. 2.2778 millis. update player set mails_read = ? where player_id = ?
2025-01-11 17:54:12 DEBUG Statement:136 - {conn-10005, pstmt-20012} clearParameters. 
2025-01-11 17:54:12 DEBUG Statement:136 - {conn-10005, stmt-20012} clearBatch. 
2025-01-11 17:54:12 DEBUG Connection:131 - {conn-10005} commited
2025-01-11 17:54:12 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 17:54:12 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 17:54:22 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 17:54:22 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 17:54:22 DEBUG Statement:136 - {conn-10005, pstmt-20012} Parameters : [530277108381908992,530277108188971008,530277108780367872,530277108453212160,533176006771474432,533183021359038464,530277108595818496,530277108528709632,530277108147027968,530277108658733056,530277108692287488,530277108566458368,530277108306411520,530277107647905792,530277108268662784,533187685284577280,533187681165770752,, 532125160493285376]
